IdSon,Description,sonid,AustenderCategory,Status,internalcomment,ContractProcessingCategory,ContractProcessingSubCategory,IdCat,Title
5038,,1200512-J,Legal services,Inactive,,Non-ICT,Non-ICT,52,Treasury Managed Fund (TMF) legal services panel
5039,,1301097,Building and Facility Construction and Maintenance Services,Inactive,,Non-ICT,Non-ICT,52,Schedule of Rate (Standing Offer) for Construction Services Group CS 084 - Joinery:
5040,State wide contract for the Supply of Food Rethermalisation Carts,HSBP_HC14_1020,Food preparation equipment,Inactive,,Non-ICT,Non-ICT,52,Food Rethermalisation Carts
5041,"Expression of Interest (EOI) to incorporate additional organisations that possess the necessary skills, qualifications and capability to expand the existing Fire Safety Contractors Register to procure Fire Safety Works (Works).",LHC8/2014,Fire prevention,Inactive,,Non-ICT,Non-ICT,52,LAHC - Expression of Interest (EOI) - Expansion of Existing Fire Safety Contractors Register
5042,NBH Assistant Project Director Services,HI16509,Professional engineering services,Inactive,"NBH here means ""Northern Beaches Hospital"" 03-07-2017 LW",Non-ICT,Non-ICT,52,NBH Assistant Project Director Services
5043,,LHC539,Building construction management,Inactive,,Non-ICT,Non-ICT,52,LAHC - Resfreshing the Quantity Surveying Consultancy Services Register
5044,"Transport for NSW (TfNSW) has formed a Panel of organisations to facilitate efficient and cost effective access to worksite protection officers at Levels 1, 2, 3 and 4. These officers must manage worksite protection on a site in accordance with Sydney Trains' Network Rules &amp; Procedures, TfNSW Rail Safeworking Standard, TfNSW Rail Safeworking Procedure and TfNSW Standard Requirements TSR S - Safety Management. _x000D_
 The duration of the Panel is for three years, with the option to extend for a further two years.",TPD-15-4331,Occupational health or safety services,Inactive,,Non-ICT,Non-ICT,52,Worksite Protection Services Panel
5045,Establishment of Fee for Services (FFS) Period Contract for the provision of Contract Administration Services across New South Wales,LHC6/2014,Residential building construction services,Inactive,,Non-ICT,Non-ICT,52,LAHC - Establishment of Fee for Services (FFS) Period Contract for the provision of Contract Administration Services
5046,,CS.12.03,Legal assistance services,Inactive,,Non-ICT,Non-ICT,52,Prequalification Panel (PQP) for the provision of Legal Services in the care jurisdiction of the children's court of NSW
5047,Multidisciplinary Engineering and Technical Consultancy Services in the development phase (up to RFP release) of select Projects within the HP Program,HI17076,Professional engineering services,Inactive,"HP here means ""Health Promotion"" 03-07-2017 LW",Non-ICT,Non-ICT,52,Multidisciplinary Engineering and Technical Consultancy for HP Program
5048,Standing Offer Deed for Supply of Goods - Agreement No. CW50894 – Alcoa Fastening Systems for supply of items for the rail joint systems used in Sydney Trains,CW50894,Rivets,Inactive,,Non-ICT,Non-ICT,52,Alcoa Fastening Systems Supply Agreement
5049,"On June 2015, the NSW Government announced a Voluntary Purchase and Demolition Program (VPD) to assist NSW homeowners affected by loose-fill asbestos insulation (LFAI). Part of the VPD Program is a free testing program for properties built prior to 1980 in approved local government areas. NSW homeowners who register with the Taskforce and meet these criteria are eligible to receive free testing under the VPD. The purpose of the testing program is to identify properties within NSW that contain LFAI. The Standing Offer is for Licensed Asbestos Assessors to carry out the necessary work under the free testing program. This involves inspecting properties, carrying out sampling in the ceiling cavity, having the sample tested in a NATA approved laboratory and providing NSW Fair Trading with a summary report.",1500755,Environmental Services,Inactive,,Non-ICT,Non-ICT,52,NSW Licensed Asbestos Assessor Inspections and Testing for Loose Fill Asbestos Insulation in Residential Properties
5050,"Design, supply, installation, testing, commissioning and maintenance of WPBM System/s.",WS143428,Camera based vision systems for automated data collection,Active,"Deltarail specialise in IT solutions for Rail. Software, systems, signalling, comms etc. Included on this basis. (LW 16/02/2015)",IT Services,SI Services,17,Wheel Profile and Brake Monitoring (WPBM) Systems
5051,,BCC1,Post,Inactive,,Non-ICT,Non-ICT,52,"Postbillpay"" Agreement for the Collection of Rates"
5052,,T11-11,Building and Facility Construction and Maintenance Services,Inactive,,Non-ICT,Non-ICT,52,"Provision of Concrete Works - Footpaths, Kerbs, Gutters and Driveways - Capital Works"
5053,,T11-11 (2),Building and Facility Construction and Maintenance Services,Inactive,,Non-ICT,Non-ICT,52,"Provision of Concrete Works - Footpaths, Kerbs, Gutters and Driveways - Maintenance Works"
5054,,T15-11,Footpath,Inactive,,Non-ICT,Non-ICT,52,Concrete & Bitumen Sawcutting and Footpath Grinding
5055,,T19-11,Fencing,Inactive,,Non-ICT,Non-ICT,52,Supply and Installation of Fencing
5056,,T36-10,Legal services,Inactive,,Non-ICT,Non-ICT,52,Legal Services
5057,"Strategic print management and advisory services, In-house design (desktop publishing), Job management and procurement, Digital asset management, Inventory management, Supplier relationship management, Consolidated invoicing and reporting, Print ePortal.",1011,Information Technology Broadcasting and Telecommunications,Active,,Hardware,Printer and Printer Services,8,Print management Service Providers (PMSP)
5058,,1002518,Food Beverage and Tobacco Products,Inactive,,Non-ICT,Non-ICT,52,Food - RFQ Retention Project:
5059,,1100751,Management and Business Professionals and Administrative Services,Inactive,,Non-ICT,Non-ICT,52,Non-SES Salary Packaging:
5060,,1201420,Food Beverage and Tobacco Products,Inactive,,Non-ICT,Non-ICT,52,Food Services:
5061,,CW28575,Electrical engineering services,Inactive,,Non-ICT,Non-ICT,52,CW28575 - Electrical Maintenance for Office Buildings
5062,,1201586,Public Utilities and Public Sector Related Services,Inactive,,Non-ICT,Non-ICT,52,Removal of Deceased Persons:
5063,,LHC15/2013,Residential building construction services,Inactive,,Non-ICT,Non-ICT,52,LAHC - Project Management Contracting Services Panel
5064,,LHC16/2013,Residential building construction services,Inactive,,Non-ICT,Non-ICT,52,LAHC - Standing Offer Period Contract for residential construction & upgrading works across NSW
5065,,OEH-738-2013,Helicopter services,Inactive,,Non-ICT,Non-ICT,52,Dry Lease of Light Helicopters for the Office of Environment and Heritage
5066,,TPD-14-4204,Professional procurement services,Inactive,,Non-ICT,Non-ICT,52,Procurement Support Resources Panel
5067,,LHC1/2015,Residential building construction services,Inactive,,Non-ICT,Non-ICT,52,LAHC - Expression of Interest - Prequalification for Expansion of Builders Register
5068,Hosting services for the Virtual Training Environment Project.,LMBR Virtual Classroom,Education and Training Services,Active,,IT Services,IT Managed Services,14,LMBR Virtual Classroom
5069,"Provision of interactive and multimedia technologies _x000D_
Product groups (and relevant UNSPSC categories) include: _x000D_
_x000D_Interactive Whiteboards (44111911);
Screens Panels and Monitors (45111603, 43211903, 52161505, 43211902, 44111911);
Projectors (45121517, 45111616, 45111609, 45111620);
Audio Visual Equipment (52161517, 52161512, 52161514).",Multimedia Solutions,Interactive whiteboards or accessories,Active,,Hardware,Unspecified,7,Multimedia Solutions
5070,Testing & Tagging of Electrical Equipment,CW11006,Electrical equipment and components and supplies,Inactive,"Hardware Support, or Non-ICT? (LW 16/02/2015) Electrical testing and tagging nonict according to schema. 03-07-2017 LW.",Non-ICT,Non-ICT,52,Testing & Tagging of Electrical Equipment
5071,,T32-11,Ready mix concrete,Inactive,,Non-ICT,Non-ICT,52,Supply and Delivery of Ready Mix Concrete
5072,"Services include a wide range of plumbing maintenance works to Council Buildings, Premises, Aquatic Centres, Parks, Reserves and associated infrastructure.",T29-12,Plumbing system maintenance or repair,Inactive,,Non-ICT,Non-ICT,52,Provision for Plumbing Services
5073,,LSP-001,Legal services,Inactive,,Non-ICT,Non-ICT,52,TfNSW Legal Services Panel
5074,,1200512-A,Legal services,Inactive,,Non-ICT,Non-ICT,52,Treasury Managed Fund (TMF) legal services panel
5075,,1200512-B,Legal services,Inactive,,Non-ICT,Non-ICT,52,Treasury Managed Fund (TMF) legal services panel
5076,,1200512-C,Legal services,Inactive,,Non-ICT,Non-ICT,52,Treasury Managed Fund (TMF) legal services panel
5077,,1200512-D,Legal services,Inactive,,Non-ICT,Non-ICT,52,Treasury Managed Fund (TMF) legal services panel
5078,,1200512-E,Legal services,Inactive,,Non-ICT,Non-ICT,52,Treasury Managed Fund (TMF) legal services panel
5079,,1200512-F,Legal services,Inactive,,Non-ICT,Non-ICT,52,Treasury Managed Fund (TMF) legal services panel
5080,,1200512-G,Legal services,Inactive,,Non-ICT,Non-ICT,52,Treasury Managed Fund (TMF) legal services panel
5081,,1200512-H,Legal services,Inactive,,Non-ICT,Non-ICT,52,Treasury Managed Fund (TMF) legal services panel
5082,,DECSWSI 130702,Electrical Systems and Lighting and Components and Accessories and Supplies,Inactive,,Non-ICT,Non-ICT,52,"Electrical Repairs, Maintenance and minor installations"
5083,,DECSWSI 130703,Plumbing system maintenance or repair,Inactive,,Non-ICT,Non-ICT,52,"Plumbing Repairs, Maintenance and minor installations"
5084,,DECSWSI 130704,Painting services,Inactive,,Non-ICT,Non-ICT,52,"Painting Repairs, Maintenance and minor installations"
5085,,CW32561,Safety sling,Inactive,,Non-ICT,Non-ICT,52,Supply of Wire Rope Sling
5086,,HSS/HC-13-1023,Mass spectrometers,Inactive,,Non-ICT,Non-ICT,52,Mass Spectrometry Systems
5087,,HSBP_HC13_928,Orthopedic trauma fixation instrument systems,Inactive,,Non-ICT,Non-ICT,52,Orthopaedic Trauma
5088,Allied Health Products _x000D_,963,Physical and occupational therapy and rehabilitation products,Inactive,,Non-ICT,Non-ICT,52,Allied Health
5089,Delivery of one or more BOSTES VET courses from a schedule of courses that have been approved by the Local Reference Groups (LRGs) to NSW Government schools.,DoE664118756,Education and Training Services,Inactive,,Non-ICT,Non-ICT,52,External Delivery of VET Courses to Secondary Students (HSC Panel)
5090,Contrast Media,HSPB_HC15_919,Medical imaging contrast media,Inactive,,Non-ICT,Non-ICT,52,Contrast Media
5091,Supply of Pharmaceuticals,HSBP_HC15_902,Drugs and Pharmaceutical Products,Inactive,,Non-ICT,Non-ICT,52,Pharmaceuticals
5092,Not Available,7253,Not Available,Active,"Contains a whole lot of ICT, including modems, software and other things. (LW 16/02/2015)",Hardware,Unspecified,7,Personal Duress Alarms
5093,,HAC 12/02B,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,52,ComPacks Services Agreement
5094,,HSBP_HC12_962,Surgical lasers or accessories,Inactive,,Non-ICT,Non-ICT,52,Urology
5095,,DECTAFE-13-16,Health or hospitalization insurance,Inactive,,Non-ICT,Non-ICT,52,Provision of Health Insurance for Overseas TAFE Students
5096,Provision of Salary Packaging Services,SLHD 15/08 SOA,Financial and Insurance Services,Inactive,,Non-ICT,Non-ICT,52,Provision of Salary Packaging Services for eligible SLHD employees for SLHD
5097,,1201587,Public Utilities and Public Sector Related Services,Inactive,,Non-ICT,Non-ICT,52,Burial and Cremation of Deceased Persons without Means:
5098,,CW28788,Industrial use gases,Inactive,,Non-ICT,Non-ICT,52,CW28788 - Industrial Gas
5099,,CW21111,Building and Facility Construction and Maintenance Services,Inactive,,Non-ICT,Non-ICT,52,(CW21111) Master Agreement Construction Panels
5100,,CW27180,Electric passenger locomotives,Inactive,,Non-ICT,Non-ICT,52,CW27180 Purchase and Removal of Used Electric Rollingstock
5101,,HSBP_HC12_1007,Glucose monitors or meters,Inactive,,Non-ICT,Non-ICT,52,Blood Glucose Meters and Accessories
5102,,HSBP_HC12_3010,Surgical custom or specialty procedure packs,Inactive,,Non-ICT,Non-ICT,52,3010 Custom Sterile Procedure Packs
5103,Provision of Intraocular Lens Products to the South Eastern Sydney Local Health District.,HSN_LC13_166SEST,Intraocular lens IOL,Inactive,,Non-ICT,Non-ICT,52,Provision of Intraocular Lens Products
5104,"An EpiPen is an adrenaline autoinjector that is the first line emergency treatment for anaphylaxis (potentially life threatening severe allergic reaction) and must be used promptly. _x000D_
 Adrenaline works rapidly (within minutes) to reduce throat swelling, open up the airways and maintain blood pressure. Withholding or delaying adrenaline may result in deterioration and can contribute to the death of an indiividual experiencing anaphylaxis.",DECWHS-14-81,Respiratory and anesthesia and resuscitation products,Inactive,,Non-ICT,Non-ICT,52,Supply of Adrenaline Autoinjectors (EPIPENS) for DEC
5105,"Supply to Eligible Customers and in particular NSW Health, of the Beds, Mattresses & Pillows described in the Statement of Requirements of this RFT; Purchase and Rental of Beds and Mattresses for hospital and community care use.",HSBP_HC15_217A,Patient beds and accessories,Inactive,,Non-ICT,Non-ICT,52,Beds & Mattresses
5106,,800609,Financial and Insurance Services,Inactive,,Non-ICT,Non-ICT,52,Workers Compensation Claims and Policy Services:
5107,,CW9970,Railroad rolling stock manufacture services,Inactive,,Non-ICT,Non-ICT,52,Voith Equipment Servicing
5108,"The Department of Education has entered into approximately 600 contracts for the delivery of assisted transport services to the Assisted School Travel Program for run/s allocated to provide such Services as may be required by the Department from time to time in connection with the Program. _x000D_
 For specific information please refer to spreadsheet at http://www.dec.nsw.gov.au/about-us/supplying-to-us/contracts-register/class-3-contracts/other-contracts",DETP1028,Transport services,Inactive,,Non-ICT,Non-ICT,52,Provision of Assisted School Travel Services to the NSW Department of Education (Assisted School Travel Program)
5109,Supply Fixed Wing Transport Service.,800903,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,52,Fixed Wing Transport Service
5110,,ASD533,Demolition services,Inactive,,Non-ICT,Non-ICT,52,Demolition Services - Across all areas within NSW
5111,,ASD534,Residential building construction services,Inactive,,Non-ICT,Non-ICT,52,Scopers Panel across all areas within NSW
5112,,T09-12,Non destructive testing service,Inactive,,Non-ICT,Non-ICT,52,Pit Cleaning Services
5113,,1001467,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,Inactive,,Non-ICT,Non-ICT,52,State Contract for Supply of Bulk Fuel:
